title,sentiment,key_phrase,confidence,response_id,country
EMERGING MARKETS - Trump trade talk still drags on LatAm … ,negative,drags on LatAm,high,s9UiaqKiOYWtkdUPofqS6Q0,Argentina
Turkey Borsa Istanbul up at open | Economy,positive,up at open,high,uNUiapCtG9-0kdUPoLz_-A0,Turkey
EMERGING MARKETS - Argentina peso hits record low ; central bank intervenes,negative,peso hits record low,high,vdUiasX8B-CJnsEP_fTEuAY,Argentina
Argentina to free retail fuel prices in August | Global Edition,positive,free retail fuel prices,high,wdUiasbmLOuD7M8P4vrYiA4,Argentina
Turkey hikes tax on forex deposits to prop up lira,negative,prop up lira,high,xtUiapyCHaDm7M8P1ZLM0AE,Turkey
Beloit Daily News,neutral,Beloit Daily News,high,y9UiatWNDLGBkdUP7Y3sgA4,Argentina
"Turkey rules property sales , rental agreements must be in lira",neutral,must be in lira,high,z9UiarHMMIm0nsEP_PrDmA4,Turkey
Turkish lira tumbles after central bank unexpectedly holds rates,negative,lira tumbles,high,29Uiat3fNKmEkdUPkq20sQ8,Turkey
Turkish stocks up 1 . 94 pct at close ; lira gains ground,positive,stocks up 1 . 94 pct ; lira gains ground,high,4NUiaqvUHNmN7M8P9IeEiQ4,Turkey
Argentina Clinches $50 Billion IMF Financing Deal « JO LEE MAGAZINE,positive,Clinches $50 Billion IMF Financing Deal,high,5dUiasOsAav6nsEPzdj_-A0,Argentina
Argentina outlines plan for $1 . 6 bln in late natgas subsidy payments,negative,late natgas subsidy payments,high,6dUiarquLqXMnsEPlsaWqA8,Argentina
Turkey lira CRISIS : Lira plummets AGAIN as standoff between US and Turkey deepens,negative,Lira plummets AGAIN,high,7tUiarf0FoWF7M8P_NS28A0,Turkey
Turkey holidays : Book flights NOW for a cheap holiday as the Turkish lira slides | Travel News | Travel,negative,Turkish lira slides,high,89UiavDQDujY7M8P4c62mAE,Turkey
EMERGING MARKETS - Fading trade war fears lift LatAm markets,positive,Fading trade war fears lift LatAm markets,high,99UiaqCtNdq0nsEP79eeMA,Argentina
"Are Asian currencies at risk from currency turmoil in Argentina , Turkey ? ",negative,currency turmoil,high,_NUiarD2FrainsEPlabu8QE,Argentina
The Only Way Out of Turkey Loop May Be Another Emergency Hike,negative,Emergency Hike,high,ANYiapnrN4bj7M8Pyr7SgQ4,Turkey
Battered Argentine peso rises after interest rate jump | World,positive,peso rises,high,BdYiavuUMpWVkdUPwcPviQ4,Argentina
"EMERGING MARKETS - Politics , trade talk boost Mexico , rattle Brazil",neutral,"boost Mexico , rattle Brazil",high,CtYiava4G_XMnsEPsfnP8AU,Argentina
"EMERGING MARKETS - Brazil currency boosted by rate view , Latam FX gains",positive,currency boosted,high,D9YiaqhNnrKR1Q-Y2pbwDQ,Argentina
Argentine issuers retreat amid currency scare,negative,currency scare,high,E9YiapbqIvmtkdUPg-q20Q0,Argentina
UPDATE 1 - Argentina primary deficit falls to 0 . 8 pct of GDP in first half,positive,primary deficit falls,high,GNYiaqL2BMq5nsEPuaO58QE,Argentina
Turkey lira hits historic low as economic crisis fears intensify,negative,historic low as economic crisis fears intensify,high,HNYias-RJZuekdUPpcTswQ4,Turkey
"Alibaba and other China heavyweights eye Turkey assets after lira plunge , source say",negative,lira plunge,high,IdYiav27DNeIkdUPn-TZ4A0,Turkey
Turkey banks face pile of debt - restructuring demands,negative,pile of debt,high,JtYiapHTAsuD7M8P1M71-AE,Turkey
Erdogan says commitment of all Turks needed to combat attacks on economy,negative,combat attacks on economy,high,KtYiavGDJOnk7M8PudaRkQY,Turkey
UPDATE 4 - Argentine peso weakens to all - time closing low vs dollar,negative,weakens to all-time closing low,high,L9YiaufdCeOxkdUPjuid0QE,Argentina
"As lira plummets , Trump escalates Turkish feud",negative,lira plummets,high,M9YiarmALMD5nsEP3bfjgQ4,Turkey
"In Turkey pious heartland , faith in Erdogan trumps economy worries",negative,economy worries,high,OdYiasGSG9mVkdUP1t-9qAY,Turkey
"Wednesday , March 14 : Latin America Daily Briefing",neutral,Latin America Daily Briefing,high,PtYiasSqCaLOnsEPiLzb6Q0,Argentina
Latin American markets and currencies slide on fears of global trade war,negative,markets and currencies slide,high,QtYiaomkNfy0kdUPouWo4A0,Argentina
UPDATE 1 - Argentina economic activity shrinks 5 . 8 pct yr / yr in May,negative,economic activity shrinks,high,R9YiarqrHJ6KkdUPiOLAwAE,Argentina
Turkey ailing financial markets and foreign exposure,negative,ailing financial markets,high,TNYiau2tAb-qnsEPsr-yyAU,Turkey
Volkswagen lowers 2018 car sales outlook in Argentina : executive | News,negative,lowers 2018 car sales outlook,high,UNYiauy1IdLrkdUPvvy_4Q0,Argentina
Erdoğan says will sanction Moody after it defamed Turkey,negative,defamed Turkey,high,VdYiapK7Msy2kdUP7avd6AE,Turkey
"EMERGING MARKETS - LatAm markets mostly down , Argentina peso hits new low",negative,Argentina peso hits new low,high,WtYiapSYG4LonsEP0bSoyQE,Argentina
EMERGING MARKETS - Brazil equities jump amid global volatility respite,positive,equities jump,high,X9YiaoGfAYv_nsEPiKvH6AE,Argentina
Turkish lira rebounds as Erdogan is sworn in as president,positive,lira rebounds,high,Y9YiaunKJZqD7M8P2KvAgQY,Turkey
EMERGING MARKETS - LatAm markets rise as global stocks rebound from recent selloff,positive,markets rise,high,aNYiapzBGIXxnsEP08eW8A0,Argentina
"Turkey sees lower growth , 2 - digit inflation",negative,"lower growth , 2 - digit inflation",high,bdYiaoXEEPvFnsEPu8-moQY,Turkey
EMERGING MARKETS - Mexico peso firm after cenbank official election remarks,positive,peso firm,high,eNYiaqfQF9SB7M8PqePhkAU,Argentina
Argentina sells $2 . 9 billion in peso - denominated bonds,positive,sells $2.9 billion in peso-denominated bonds,high,idYiauPcG-a4nsEPnYjMyAY,Argentina
Turkey economy slowed in second quarter as currency slid,negative,economy slowed,high,mNYiaueNI5_knsEPy6De0AE,Turkey
"Jul 23 , 2018 - Turkcell Is a Foreign Telecom Worth Owning",neutral,Worth Owning,medium,ndYiat26C8vqnsEP87fpyAE,Turkey
Argentina central bank keeps benchmark interest rate at 27 . 75 % — MercoPress,neutral,keeps benchmark interest rate,high,odYiavqcLfG4kdUPn5CGwAE,Argentina
UPDATE 1 - Argentina Macri says economy to return to growth in 2019,positive,return to growth,high,ptYiasa1GJ_knsEP4KDe0AE,Argentina
Quotation of the Day : Turkey Economy Is So Hot That It May Face a Meltdown,negative,Face a Meltdown,high,q9YiarvcAuC2nsEPpsj-2AU,Turkey
UPDATE 1 - Argentina to include new companies in Vaca Muerta labor deal | Energy & Oil,positive,include new companies in Vaca Muerta labor deal,high,r9Yiau6FKJ6pnsEP8aTJkQY,Argentina
EMERGING MARKETS - NAFTA optimism boosts Mexican markets,positive,NAFTA optimism boosts,high,tNYiavqTEKiUkdUP4umaoA4,Argentina
Turkish finance minister upbeat over Halkbank sanctions - busting case,positive,upbeat,high,uNYiaofvL6aM7M8P4-K76A8,Turkey
"Alibaba and other China heavyweights eye Turkey assets after lira plunge , source say",negative,lira plunge,high,vdYiavLoIN7MnsEPp8y2iA4,Turkey
"Ahead of Christina Lagarde visit on Friday , is Argentina on track and toeing the IMF guidelines ? ",neutral,on track and toeing the IMF guidelines,high,wtYiarnADZ21nsEPme234AU,Argentina
"Argentina maintains rate , confirms peso intervention",neutral,maintains rate,high,xtYiar7eL83BnsEPzbSc4A0,Argentina
"EMERGING MARKETS - China worries hit stocks , lira gains as dollar cools",negative,China worries hit stocks,high,y9YiaqXtGs2ensEP-YXKiQ4,Turkey
YPF expects 35 percent shale output growth as Vaca Muerta costs fall,positive,35 percent shale output growth,high,0NYiaqB5hc2ewQ-2o--IDg,Argentina
"Argentina Rolls Over Debt , Giving Government Shot of Confidence",positive,Shot of Confidence,high,1NYiavLRJKSBkdUP3tSegA4,Argentina
"Turkey Currency Plunges , Potentially Threatening Erdogan Re - Election Bid",negative,Currency Plunges,high,2dYiaoHoD-DV7M8PxJ7bgAI,Turkey
UPDATE 1 - Argentine peso weakens to record closing low of 20 . 55 per U . S . dollar,negative,weakens to record closing low,high,4dYiapO-MNnk7M8PlovD0QE,Argentina
Argentina central bank hikes reserve requirements - traders,negative,hikes reserve requirements,high,5tYiaunhF7vOnsEPz_3P6A0,Argentina
Telecom Argentina S . A . announces the filing of its form 20 - F with the U . S . Securities and Exchange Commission,neutral,filing of its form 20-F,high,-9YiaoCFEp35nsEPgsjU2AE,Argentina
Turkish inflation accelerates to 15 - year high on weakening lira | CPI Financial | CPI Financial News,negative,inflation accelerates to 15 - year high,high,_9YiaqXaNLSDkdUP-eLw4A0,Turkey
Turkey raises tax on foreign currency savings to help lira,positive,help lira,high,BNciapCMGeT9nsEP7uT_6A0,Turkey
The Turkish lira dives after Erdogan calls for lower interest rates stoking fears about central bank independence,negative,lira dives,high,Cdciaud3nP6ewQ_906ngAQ,Turkey
EMERGING MARKETS - Brazil stocks rise after rout ; real firms after intervention,positive,stocks rise,high,DdciasX2IszPnsEPxo7ViQ4,Argentina
Investor confidence in Turkey rises : Finance Min . ,positive,Investor confidence in Turkey rises,high,EtciauXyBsfHnsEP99DO4AQ,Turkey
Buenos Aires charts global - local players for debt,neutral,charts global - local players for debt,high,Ftciarj2KeK3nsEP0ZG1iAU,Argentina
Argentina central bank holds policy rate at 27 . 25 percent,neutral,holds policy rate,high,G9ciaoi6EbTj7M8Pr_LX2Q0,Argentina
Turkey lira slumps to record lows over US sanctions – The Siasat Daily,negative,slumps to record lows,high,H9ciasLJMpS1nsEP7LHHkAU,Turkey
"Will A Sino - U . S . Trade War Impact Grain , Meat Markets ? ",negative,Trade War,high,JNciatuLF5G7nsEPyfzC8A0,Argentina
Argentina seeks IMF financing : Macri,negative,seeks IMF financing,high,KNciatWSOvaCkdUPvvav8AE,Argentina
The rand is big in Japan right now,positive,big in Japan,medium,Ldciavr9JNm6kdUPovqV6Q0,Turkey
USDTRY Outlook : Further Rise In Inflation Could Undermine Lira Bulls,negative,Undermine Lira Bulls,high,MtciatbPC6iEnsEPtdTUiQI,Turkey
UPDATE 1 - Argentina YPF posts 2017 profit of $627 mln vs 2016 loss,positive,posts 2017 profit of $627 mln vs 2016 loss,high,NtciarH_KpeGnsEPlb_YiA4,Argentina
Turkey : Fears Overhyped,positive,Fears Overhyped,high,O9ciaqnHGNHi7M8Ps7eV8AE,Turkey
Latin American stocks slide following Wall Street losses,negative,stocks slide,high,QNciarWRCMjZ7M8P7tS--A0,Argentina
Pan American Silver Mineral Reserves Increase to 288 Million Ounces,positive,Mineral Reserves Increase,high,RdciaqHaAe2cnsEPk4nZ8Q0,Argentina
Turkey Borsa Istanbul starts day up | Turkey,positive,starts day up,high,SdciaqT5JKD-nsEP-JztmQI,Turkey
The peso is soaring after Argentina central bank raises rates to 40 % ,positive,peso is soaring,high,Ttciap7OB_vxnsEPyPmViAY,Argentina
Turkey plans to lax some restrictions for deals in foreign curre,positive,lax some restrictions,high,UtciatGVLKP7nsEP4rvWwQ8,Turkey
Turkish Yields Head for Record While Lira Loses Rate - Hike Boost,negative,Lira Loses Rate-Hike Boost,high,V9ciaoSqD4eckdUPz_jCwAY,Turkey
